Nombre,Link,Descripcion
Crossbones,https://pluto.tv/latam/on-demand/series/6075f82b8fe583001a4f5ce4,"La historia tiene lugar en la isla de New Providence, en las Bahamas. Único sitio de la piratería donde los ladrones y criminales son dirigidos por el temible capitán pirata Edward Teach, conocido como Barbanegra."
Halt & Catch Fire,https://pluto.tv/latam/on-demand/series/65f471e8ea323e0013229abc,"Ambientada a principios de la década de 1980, trata sobre un visionario ficticio, un ingeniero y un prodigio cuyas innovaciones enfrentan a los gigantes corporativos de la época."
Brother United,https://pluto.tv/latam/on-demand/series/65ce5afbd6d7310013ce4310,"Alan Moerman, de 21 años, y su hermano Dennis, de 17, están obsesionados con el fútbol. Para uno de ellos, ese sueño podría hacerse realidad. Brothers United trata del amor entre dos hermanos, del éxito y el fracaso, de crecer y tomar decisiones."
Las Flores de la Guerra,https://pluto.tv/latam/on-demand/series/64c909540a21a30013516bf5,"Seis mujeres exiliadas por la violencia retornan a su región para reconstruir su vida después de la guerra, ante una amenaza llega un escuadrón militar para protegerlas, pese a sus diferencias el amor hace su parte en medio de la más emocionante aventura."
Hell on Wheels,https://pluto.tv/latam/on-demand/series/64b6d9ee2273310013523281,"Hell on Wheels cuenta la historia épica de la América posterior a la Guerra Civil, centrándose en un soldado confederado que se dispone a vengarse de los soldados de la Unión que mataron a su esposa."
Rookie Blue,https://pluto.tv/latam/on-demand/series/64b6d050aab4dc00137537ea,"Esta serie sigue la vida de cinco jóvenes y ambiciosos policías, recién salidos de la Academia 4​ que desde el primer día de trabajo se zambullen en el mundo policial de la gran ciudad desde la comisaría 15."
Despues de Chernobyl,https://pluto.tv/latam/on-demand/series/6465178bf2a541001b7cdf98,"La explosión de Chernobyl en 1986 cambió sus vidas para siempre. Después de la tragedia, historias de alegría y dolor, amor y separación reviven de las cenizas de una tragedia."
Autopista al Cielo,https://pluto.tv/latam/on-demand/series/64a2d190fdd8620013ec4b5e,"""Autopista al Cielo"" sigue a un ángel en prueba enviado de regreso a la Tierra quien hace equipo con un ex policía para ayudar a las personas."
Back to the Island,https://pluto.tv/latam/on-demand/series/649eda400a21a30013a4d868,"Las aventuras de Pietro, un pediatra en Cerdeña, su familia y la comunidad local donde vive."
La Manada,https://pluto.tv/latam/on-demand/series/649ee2b0e548810013de395a,"Son lo mejor de lo mejor: fuerzas especiales de élite, soldados de combate altamente calificados, que llevan a cabo misiones gubernamentales secretas."
Ekaterina,https://pluto.tv/latam/on-demand/series/648c7350fafd830013dba22d,"La vida de la emperatriz rusa Ekaterina II (Catalina la Grande), una princesa nacida en Alemania que llegó a Rusia como esposa del joven Pedro III, elegido por su tía Isabel, y que, una vez en el poder, transformó el imperio ruso."
Anna Karenina,https://pluto.tv/latam/on-demand/series/649eec892273310013c34f99,Una miniserie basada en la icónica novela rusa del mismo nombre.
Soraya,https://pluto.tv/latam/on-demand/series/64a4382e12c80e0013efc75f,"Película biográfica de Soraya Esfandiary-Bakhtiari, la segunda esposa del último Sha de Irán, derrocado en la Revolución Islámica de 1979"
Kandahar,https://pluto.tv/latam/on-demand/series/64a5c78a12c80e0013f75314,Basado en la historia real de cinco pilotos rusos capturados por los talibanes. Se ven obligados a pasar trescientos setenta y ocho días en el infierno.
Jodha Akbar,https://pluto.tv/latam/on-demand/series/639b20064da5ab001302c89a,"Basada en hechos históricos del reinado de Akbar El Grande del Imperio Mughal durante el siglo XVI. Romance Real trata de un matrimonio de conveniencia que da paso al eterno amor entre un gran emperador Mughal, Akbar, y una Princesa Rajput, Jodha."
Sins of the City,https://pluto.tv/latam/on-demand/series/609d6d9c0c3a580013e3d0a4,"Después de que Vince Karol se acuesta con la esposa de su jefe, el pierde su empleo en la fuerza policial de Miami Beach y se vuelve en un detective privado afectivo sabiendo que todos cometen errores."
A Family Tale,https://pluto.tv/latam/on-demand/series/61042de9777fb8001480c6c3,"Cuando Emma y Micol se trasladan de Roma a Livorno, su feliz existencia se ve comprometida. En medio de la conmoción, Micol descubre que está embarazada a los 16 años, y Emma debe enfrentar su pasado en la ciudad de la que huyó como madre soltera."
Broadchurch,https://pluto.tv/latam/on-demand/series/5e1e5eafdc37e5fbe082f617,"Broadchurch es una serie de drama de 8 capítulos, en la cual se suscita el asesinato de un niño, Danny Price. El suceso afecta a un pueblo pequeño dedicado al comercio en la costa de Dorset."
Sin tetas no hay paraíso,https://pluto.tv/latam/on-demand/series/5edfffd86e0047001cb878d7,"Unos senos grandes son la puerta de entrada a un mundo de lujos y extravagancias. Conozca la historia de Catalina, una joven que cegada por su ambición y las malas influencias llegará a un paraíso al que jamás desearía haber entrado."
Rock Story,https://pluto.tv/latam/on-demand/series/6205101133b8100013b7e1e0,"Exitoso en los 90, el rockero Gui Santiago intenta volver a las listas de éxitos. En medio de una convulsa relación con su esposa Diana, conoce a Julia, quien termina enamorándose de él."
Hard Sun,https://pluto.tv/latam/on-demand/series/603e7f134a69b8001a38d7ec,Dos detectives de la policía con sede en Londres se topan con pruebas seguras de que el mundo se acabará y lucharán para mantener a salvo a su familia y al público ante el inminente Armagedón.
Anger Management,https://pluto.tv/latam/on-demand/series/66c4936657d82b00130783d7,"Charlie Sheen es ""Charlie"", un exitoso terapeuta cuya vida caótica aún lidia con sus propios problemas de ira."
El Aula 69,https://pluto.tv/latam/on-demand/series/640f7b2384f66100139375c3,"El Aula 69 es un vlog en dónde nos dedicamos a crear debate entre jóvenes sobre varias temáticas relevantes de modo entretenido y actual. Todo esto, con el sentido del humor particular de enchufe.tv."
La Clínica,https://pluto.tv/latam/on-demand/series/6346dc10533216001339fded,En la clínica psiquiátrica del Dr. Cosme Krauss comenzarán a desencadenarse conflictos cuando lleguen pacientes que están en la locura mental y otros que no lo están lo estarán muy pronto.
Daria,https://pluto.tv/latam/on-demand/series/5e20986b370805f4c87911aa,"Daria Morgendorfferr es una chica inteligente y cínica que se encuentra atravesando la vida de la adolescencia, donde deberá encontrarse con adolescentes estereotipados de la Preparatoria Lawndale y con adultos condecentes y estresados."
La Familia del Barrio,https://pluto.tv/latam/on-demand/series/5f1756eb6ebd4d0013287f74,"La serie relata las desventuras de una familia disfuncional mexicana compuesta por Gaspar, el Abuelo, el Noruego y Jonathan en una ciudad ficticia mexicana en un edificio multifamilar llamado PINO."
Shameless,https://pluto.tv/latam/on-demand/series/609d6d6e0c3a580013e3cbf7,"Conoce a la familia Gallagher mientras experimentan la vida al límite en una maraña de aventuras sexuales, triunfos, amores, estafas y ofensas menores en Manchester. Y da gracias a Dios porque no son tus vecinos."
Younger,https://pluto.tv/latam/on-demand/series/60b79f09a409ac001a076f66,"La vida de una niña de 26 años se complicó aún más para Liza Miller, de 40 años."
Freaks and Geeks,https://pluto.tv/latam/on-demand/series/5e6178085c1e25001a269da1,"La experiencia universal de la adolescencia que vivían los viejos fanáticos y geeks en una escuela secundaria de Michigan, alrededor de 1980, es el tema de esta melancólica comedia dramática producida por el ganador del Emmy Judd Apatow."
Doc Martin,https://pluto.tv/latam/on-demand/series/5faec6406492fa001d039cbc,"Las pruebas y tribulaciones del Dr. Martin Ellingham, un médico con problemas sociales que se muda de Londres al pintoresco pueblo de Port Wenn en Cornwall."
Downward Dog,https://pluto.tv/latam/on-demand/series/5f31787d74970200133de4c6,"Martin es un tipo solitario y filosófico. Martin también es un perro. Eso no le impide hacer observaciones sobre la vida de su dueña Nan, quien lucha en su vida laboral y en las complejidades de las relaciones en el siglo XXI."
Peep Show,https://pluto.tv/latam/on-demand/series/608ab07a34651500131a61f0,Esta comedia condecorada y universalmente aclamada sigue las vidas privadas de dos compañeros de piso completamente disfuncionales en sus veintitantos que viven en Londres. Protagonizada por los iconos de la televisión británica Mitchell y Webb.
Suburbios - Mujeres al Borde,https://pluto.tv/latam/on-demand/series/640796585c57fb0013602481,"Cinco mujeres, cuyo mayor desafío hasta ahora ha sido sobrevivir a sus recorridos diarios de compras de lujo de una hora de duración quemando las tarjetas de crédito de sus maridos."
Yu-Gi-Oh!,https://pluto.tv/latam/on-demand/series/5f19972aefe562001369966c,"Yu-Gi-Oh! Sigue las aventuras del estudiante de secundaria Yugi, quien tiene un secreto mágico que cobra vida cuando juega su juego de cartas favorito: 'Duel Monsters'."
La Selección,https://pluto.tv/latam/on-demand/series/5eaadd47a3eeeb001aa62a63,Faustino realiza las pruebas físicas para asegurar su paso al club Verdolaga y son aprobadas con gran satisfacción. Clarisa toma la decisión de devolverse a Colombia debido al fracaso en su negocio y su mala relación con el Pibe.
¡Yu-Gi-Oh! VRAINS,https://pluto.tv/latam/on-demand/series/60022cb472b3e1001a660ccc,"¡Bienvenido al mundo de Yu-Gi-Oh! VRAINS, donde la realidad virtual, la inteligencia artificial y los duelos de alta velocidad se fusionan en un espectáculo de lucha."
South Park,https://pluto.tv/latam/on-demand/series/60c8f213e301960013db44f8,"La serie satiriza con humor negro la sociedad, actualidad y cultura estadounidense a través de historias y situaciones surrealistas que les suceden a sus protagonistas, cuatro niños residentes en un pueblo ficticio llamado South Park."
Inuyasha,https://pluto.tv/latam/on-demand/series/64a83d8df56d820013a09168,"Aome Higurashi conoce a Inuyasha, medio demonio, en el Japón feudal. ¡Su gran aventura comienza!"
Naruto Shippuden,https://pluto.tv/latam/on-demand/series/5ed68438af4720001a024113,"La Aldea Escondida es el hogar del ninja más sigiloso de la tierra. Naruto, que tiene el espíritu de un zorro de nueve colas sellado dentro de él. ¡Doce años después, está decidido a convertirse en el mejor ninja de la historia!"
Así en el barrio como en el cielo,https://pluto.tv/latam/on-demand/series/5e45af8915db0cd28ae51467,"“Así en el barrio como en el cielo"" es un cuento sobre los altibajos de la fortuna y el amor, sobre la impredecible vida. Una historia que pone en evidencia que las personas, sin importar su clase social, se asemejan mucho más de lo que parece."
Archivos Forenses,https://pluto.tv/latam/on-demand/series/5e1e5fc52fe6c1fc70e12be6,"Archivos Forenses es el programa de crimen verdadero con más tiempo en el aire en la historia de la televisión. Evidencia y entrevistas con expertos ayudan a resolver casos verdaderos, brotes de enfermedad y accidentes alrededor del mundo."
Naruto,https://pluto.tv/latam/on-demand/series/5e73b850e40c9f001a0a9fb4,"La Aldea Escondida en las Hojas es el hogar del ninja más sigiloso de la tierra. Pero doce años antes, un temible zorro de nueve colas aterrorizó a la aldea antes de que fuera sometida y su espíritu sellado dentro del cuerpo de un bebé: ¡Naruto Uzumaki!"
Los archivos del FBI,https://pluto.tv/latam/on-demand/series/5e504c3a9018b9c443cb4551,"Producido con la cooperación total del Buró Federal de Investigaciones, Los archivos del FBI dan una mirada semanal a cómo el FBI utiliza la ciencia forense y la determinación absoluta de los investigadores para resolver los casos."
The New Detectives,https://pluto.tv/latam/on-demand/series/5e504d6e33df6ec456e4524e,"Desde los laboratorios forenses del instituto Smithsonian hasta el laboratorio de bombas ATF y el Instituto de Patología de los Armed Forces, THE NEW DETECTIVES describe el trabajo de expertos forenses e investigadores criminales renombrados mundialmente."
